Temps(s),U(V),Itot(A),IC(A),IRL(A)
4.033000e-02,36,0.2,5.8,-5.8
4.034000e-02,36,0,5.8,-6
4.035000e-02,48,0,5.8,-5.8
4.036000e-02,42,0,6,-5.8
4.037000e-02,42,0.4,5.8,-6
4.038000e-02,42,0.2,5.6,-5.8
4.039000e-02,48,0,5.6,-6
4.040000e-02,48,0.2,5.8,-5.8
4.041000e-02,48,0.2,5.8,-5.8
4.042000e-02,54,0.2,5.8,-5.6
4.043000e-02,54,0,6,-5.8
4.044000e-02,60,0,6,-5.8
4.045000e-02,60,0,5.6,-5.6
4.046000e-02,54,0.2,5.6,-5.8
4.047000e-02,60,0.4,5.4,-5.6
4.048000e-02,60,0.2,5.6,-5.6
4.049000e-02,66,0.2,5.6,-5.6
4.050000e-02,60,0.2,5.6,-5.6
4.051000e-02,60,0.4,5.8,-5.4
4.052000e-02,60,0.2,5.6,-5.6
4.053000e-02,66,0.4,5.8,-5.6
4.054000e-02,60,0.2,5.6,-5.4
4.055000e-02,66,0.2,5.8,-5.4
4.056000e-02,60,0.4,5.8,-5.4
4.057000e-02,72,0.4,5.8,-5.4
4.058000e-02,66,0.4,5.8,-5.4
4.059000e-02,66,0.2,5.8,-5.2
4.060000e-02,66,0.4,5.8,-5.4
4.061000e-02,66,0.4,5.8,-5.6
4.062000e-02,72,0.4,5.8,-5.2
4.063000e-02,72,0.4,5.6,-5.4
4.064000e-02,78,0.6,5.6,-5.2
4.065000e-02,72,0.6,5.6,-5.2
4.066000e-02,84,0.6,5.4,-5.2
4.067000e-02,72,0.6,5.4,-5.2
4.068000e-02,78,0.4,5.6,-5.2
4.069000e-02,84,0.4,5.6,-5.2
4.070000e-02,78,0.6,5.4,-5
4.071000e-02,78,0.4,5.8,-5.2
4.072000e-02,84,0.8,5.4,-5.2
4.073000e-02,78,0.6,5.6,-4.8
4.074000e-02,84,0.4,5.6,-5
4.075000e-02,84,0.6,5.2,-5
4.076000e-02,78,0.4,5.2,-5.2
4.077000e-02,78,0.6,5.4,-4.8
4.078000e-02,90,0.6,5.4,-5
4.079000e-02,84,0.6,5.4,-4.8
4.080000e-02,90,0.4,5,-4.8
4.081000e-02,90,0.4,5.2,-4.6
4.082000e-02,96,0.6,5.2,-4.6
4.083000e-02,84,0.4,5.2,-5
4.084000e-02,96,0.4,5.2,-5
4.085000e-02,96,0.4,5,-4.8
4.086000e-02,90,0.4,5.2,-4.6
4.087000e-02,90,0.4,5.2,-4.6
4.088000e-02,96,0.4,5.2,-4.6
4.089000e-02,102,0.6,5,-4.8
4.090000e-02,96,0.4,5,-4.6
4.091000e-02,96,0.6,5,-4.6
4.092000e-02,96,0.4,4.8,-4.4
4.093000e-02,102,0.4,4.8,-4.6
4.094000e-02,102,0.4,4.8,-4.4
4.095000e-02,96,0.4,5,-4.6
4.096000e-02,96,0.4,5,-4.6
4.097000e-02,96,0.8,4.8,-4.4
4.098000e-02,102,0.6,5,-4.4
4.099000e-02,108,0.8,5,-4.4
4.100000e-02,108,0.6,5,-4.4
4.101000e-02,108,0.6,5.2,-4.6
4.102000e-02,108,0.6,4.8,-4.4
4.103000e-02,114,0.6,5,-4.4
4.104000e-02,114,0.6,5,-4.2
4.105000e-02,108,0.6,4.8,-4.2
4.106000e-02,108,0.8,4.8,-4.2
4.107000e-02,108,0.6,4.8,-4.2
4.108000e-02,114,0.6,4.8,-4.2
4.109000e-02,114,0.8,4.8,-4.2
4.110000e-02,114,1,4.8,-4.2
4.111000e-02,114,0.6,4.8,-4
4.112000e-02,114,0.8,4.8,-4.2
4.113000e-02,114,0.8,4.8,-4
4.114000e-02,114,0.8,5,-3.8
4.115000e-02,120,0.6,4.6,-4
4.116000e-02,126,0.8,4.6,-4
4.117000e-02,120,1,4.4,-4
4.118000e-02,120,0.6,4.8,-4
4.119000e-02,120,0.6,4.6,-3.8
4.120000e-02,120,0.8,4.4,-4
4.121000e-02,126,0.8,4.4,-3.8
4.122000e-02,120,0.8,4.4,-4
4.123000e-02,126,0.8,4.6,-3.8
4.124000e-02,126,0.8,4.4,-3.8
4.125000e-02,120,0.8,4.4,-3.6
4.126000e-02,126,0.8,4.4,-3.8
4.127000e-02,132,0.8,4.4,-3.6
4.128000e-02,120,0.8,4.4,-3.6
4.129000e-02,126,0.8,4.4,-3.6
4.130000e-02,132,0.8,4.2,-3.8
4.131000e-02,138,0.6,4.2,-3.4
4.132000e-02,132,0.8,4.2,-3.6
4.133000e-02,132,0.8,4.2,-3.6
4.134000e-02,138,0.6,4.2,-3.4
4.135000e-02,138,0.8,4.4,-3.4
4.136000e-02,138,1,4.4,-3.6
4.137000e-02,132,1,4.2,-3.6
4.138000e-02,138,1,4.2,-3.6
4.139000e-02,138,0.8,4.4,-3.6
4.140000e-02,138,1,4.2,-3.4
4.141000e-02,138,1,4.2,-3.4
4.142000e-02,144,1,4.2,-3.4
4.143000e-02,144,0.8,4,-3.4
4.144000e-02,132,1,4.2,-3.4
4.145000e-02,144,1,4.2,-3.2
4.146000e-02,144,1,4.2,-3.4
4.147000e-02,138,1.2,4.2,-3
4.148000e-02,138,1,4.2,-3.4
4.149000e-02,144,1.2,4,-3.2
4.150000e-02,144,1,4.2,-3.2
4.151000e-02,150,0.8,4,-3.2
4.152000e-02,150,1,4.4,-3
4.153000e-02,144,1.2,4,-3.2
4.154000e-02,144,1,4.2,-3
4.155000e-02,150,1,4.2,-3.2
4.156000e-02,150,1.2,4.2,-3
4.157000e-02,150,1.2,4.2,-3
4.158000e-02,150,1.4,4,-3
4.159000e-02,150,1.2,4.2,-2.8
4.160000e-02,150,1.2,4,-3
4.161000e-02,156,1.2,4,-2.8
4.162000e-02,156,1.2,4.2,-2.8
4.163000e-02,150,1.2,4,-3
4.164000e-02,156,1.2,4,-2.8
4.165000e-02,162,1.4,4.4,-3
4.166000e-02,162,1.2,4.2,-2.8
4.167000e-02,162,1.6,4,-2.6
4.168000e-02,162,1.4,4,-2.8
4.169000e-02,156,1.6,4,-2.8
4.170000e-02,156,1.4,4,-2.8
4.171000e-02,168,1.6,4,-2.8
4.172000e-02,168,1.4,3.8,-2.8
4.173000e-02,162,1.6,4,-2.6
4.174000e-02,174,1.4,4,-2.6
4.175000e-02,162,1.4,4,-2.6
4.176000e-02,168,1.4,4.2,-2.8
4.177000e-02,162,1.6,4.2,-2.6
4.178000e-02,168,1.6,4.2,-2.4
4.179000e-02,162,1.6,4,-2.4
4.180000e-02,174,1.6,4,-2.6
4.181000e-02,168,1.6,4.2,-2.4
4.182000e-02,168,1.8,4,-2.4
4.183000e-02,174,1.8,4.2,-2.4
4.184000e-02,174,1.6,4,-2.4
4.185000e-02,174,1.8,4,-2.4
4.186000e-02,174,1.8,4,-2.4
4.187000e-02,174,2,3.8,-2.4
4.188000e-02,168,1.8,4,-2.2
4.189000e-02,174,1.8,4,-2.4
4.190000e-02,174,1.8,4,-2.4
4.191000e-02,174,1.8,4,-2.2
4.192000e-02,174,1.8,4,-2.2
4.193000e-02,174,1.8,4,-2.2
4.194000e-02,174,1.8,3.8,-2
4.195000e-02,180,1.6,3.8,-2.2
4.196000e-02,186,1.8,3.8,-2
4.197000e-02,186,1.8,3.8,-2
4.198000e-02,186,2,4,-2
4.199000e-02,180,1.8,3.8,-2
4.200000e-02,180,2,3.8,-2.2
4.201000e-02,180,1.8,3.8,-2
4.202000e-02,186,2,3.8,-2
4.203000e-02,186,2,3.8,-2
4.204000e-02,186,2,3.8,-2
4.205000e-02,186,1.8,3.8,-2
4.206000e-02,186,2,4,-2
4.207000e-02,180,1.8,4,-1.6
4.208000e-02,186,2,3.8,-2
4.209000e-02,186,2,3.8,-1.8
4.210000e-02,192,2,3.8,-1.8
4.211000e-02,192,2.2,3.8,-1.8
4.212000e-02,186,2.2,4,-1.6
4.213000e-02,186,2.2,3.8,-1.6
4.214000e-02,192,2.2,4,-1.8
4.215000e-02,198,2.4,4,-1.8
4.216000e-02,192,2.4,4,-1.6
4.217000e-02,192,2.8,4,-1.6
4.218000e-02,192,2.6,4.2,-1.6
4.219000e-02,198,2.8,4.2,-1.6
4.220000e-02,198,2.4,4.2,-1.4
4.221000e-02,198,2.6,4.4,-1.6
4.222000e-02,192,2.8,4.2,-1.6
4.223000e-02,198,3,4.2,-1.4
4.224000e-02,204,3,4.2,-1.6
4.225000e-02,198,3.2,4.4,-1.4
4.226000e-02,198,3.2,4.2,-1
4.227000e-02,204,3.2,4.4,-1.4
4.228000e-02,204,3.4,4.6,-1.4
4.229000e-02,210,3.4,4.8,-1.2
4.230000e-02,198,3.4,4.6,-1.4
4.231000e-02,204,3.6,5,-1.2
4.232000e-02,204,3.6,4.8,-1.4
4.233000e-02,204,3.6,4.8,-1
4.234000e-02,204,3.6,4.8,-1.2
4.235000e-02,204,3.8,4.8,-1
4.236000e-02,204,3.6,5,-1
4.237000e-02,210,3.8,4.8,-1
4.238000e-02,210,3.8,5,-1
4.239000e-02,216,3.8,5,-1
4.240000e-02,210,4,5,-1
4.241000e-02,204,4.2,5,-0.8
4.242000e-02,210,3.8,4.8,-1
4.243000e-02,210,4.2,5,-0.8
4.244000e-02,216,4,5,-1
4.245000e-02,216,4,4.6,-1
4.246000e-02,216,4,5,-1
4.247000e-02,222,4,4.8,-0.6
4.248000e-02,222,4.2,4.6,-0.8
4.249000e-02,222,3.8,4.6,-0.8
4.250000e-02,222,4,5,-0.6
4.251000e-02,222,4,4.6,-0.8
4.252000e-02,222,4,4.6,-0.6
4.253000e-02,222,3.8,4.6,-0.8
4.254000e-02,228,4,4.4,-0.6
4.255000e-02,234,3.8,4.4,-0.8
4.256000e-02,222,4,4.2,-0.6
4.257000e-02,228,3.8,4,-0.6
4.258000e-02,228,3.6,4.2,-0.6
4.259000e-02,222,3.6,4,-0.6
4.260000e-02,228,3.4,3.8,-0.6
4.261000e-02,228,3.4,4,-0.6
4.262000e-02,228,3.6,4,-0.6
4.263000e-02,234,3.4,3.8,-0.4
4.264000e-02,234,3.6,3.8,-0.4
4.265000e-02,228,3.2,3.6,-0.4
4.266000e-02,234,3.2,3.4,-0.2
4.267000e-02,228,3.2,3.6,-0.4
4.268000e-02,234,3.2,3.4,-0.4
4.269000e-02,234,3.2,3.4,-0.4
4.270000e-02,234,3,3.2,-0.4
4.271000e-02,234,3,3.4,-0.2
4.272000e-02,240,3,3.2,-0.2
4.273000e-02,240,3,3.2,-0.2
4.274000e-02,234,3.2,3.2,-0.2
4.275000e-02,240,3,3,-0.2
4.276000e-02,246,3,3,-0.4
4.277000e-02,234,2.8,3.2,-0.2
4.278000e-02,240,3.2,3,-0.2
4.279000e-02,240,3,3.2,0
4.280000e-02,240,3.2,2.8,0
4.281000e-02,240,3.2,3,0
4.282000e-02,234,3.2,3,0
4.283000e-02,246,3.2,3,0
4.284000e-02,246,3.2,3,0
4.285000e-02,240,3.4,3.2,0
4.286000e-02,246,3.4,3.2,0
4.287000e-02,246,3.4,3.2,0
4.288000e-02,246,3.6,3,0
4.289000e-02,246,3.6,3.2,0
4.290000e-02,246,3.6,3.4,0
4.291000e-02,246,3.6,3.2,0.2
4.292000e-02,246,3.6,3.4,0.2
4.293000e-02,246,3.8,3,0
4.294000e-02,252,4,3.4,0.2
4.295000e-02,246,3.8,3.4,0.2
4.296000e-02,252,3.8,3.6,0
4.297000e-02,252,4.2,3.8,0.2
4.298000e-02,252,4,3.6,0.4
4.299000e-02,252,4,3.8,0.4
4.300000e-02,252,4.2,3.6,0.2
4.301000e-02,252,4.6,3.6,0.4
4.302000e-02,252,4.4,3.8,0.4
4.303000e-02,252,4.4,3.8,0.4
4.304000e-02,258,4.6,3.8,0.4
4.305000e-02,258,4.6,3.8,0.6
4.306000e-02,252,4.8,4,0.6
4.307000e-02,258,4.6,3.8,0.6
4.308000e-02,264,4.6,4,0.6
4.309000e-02,258,4.8,4,0.6
4.310000e-02,258,4.6,4,0.4
4.311000e-02,270,4.8,3.8,0.6
4.312000e-02,252,5,4,0.6
4.313000e-02,264,4.8,4,0.8
4.314000e-02,264,4.6,4,0.8
4.315000e-02,264,5,4,0.6
4.316000e-02,258,5,4,1
4.317000e-02,264,5,3.8,0.8
4.318000e-02,264,4.8,3.8,1
4.319000e-02,264,5,3.8,1
4.320000e-02,270,5,4,0.8
4.321000e-02,270,5,3.8,0.8
4.322000e-02,276,5.2,3.6,0.8
4.323000e-02,276,5,3.8,1
4.324000e-02,270,5,3.8,1
4.325000e-02,270,5.2,3.8,1
4.326000e-02,276,5.4,3.8,1
4.327000e-02,276,5.2,4,1.2
4.328000e-02,270,5,3.8,1.2
4.329000e-02,270,5.2,3.6,1.2
4.330000e-02,276,5.2,3.6,1.2
4.331000e-02,282,5,3.6,1
4.332000e-02,270,5.2,3.8,1.2
4.333000e-02,276,5.4,3.6,1.4
4.334000e-02,276,5.2,3.4,1.2
4.335000e-02,282,5.2,3.4,1.2
4.336000e-02,276,5,3.6,1.4
4.337000e-02,276,5.2,3.2,1.2
4.338000e-02,282,5.2,3.6,1.4
4.339000e-02,282,5.2,3.6,1.4
4.340000e-02,282,5.2,3.4,1.2
4.341000e-02,276,5.2,3.4,1.4
4.342000e-02,282,5,3.4,1.4
4.343000e-02,288,5.2,3.2,1.4
4.344000e-02,282,5.2,3.2,1.6
4.345000e-02,282,5.2,3.2,1.6
4.346000e-02,282,5.2,3.2,1.6
4.347000e-02,282,5,3,1.6
4.348000e-02,282,4.8,3.2,1.8
4.349000e-02,288,5,3.2,1.8
4.350000e-02,288,5.2,3.2,2
4.351000e-02,288,5.2,3.2,1.6
4.352000e-02,288,5.2,3.2,1.6
4.353000e-02,288,5,3,1.8
4.354000e-02,288,5,2.8,1.8
4.355000e-02,282,5,3,2
4.356000e-02,294,5,2.6,2
4.357000e-02,282,5,2.8,1.8
4.358000e-02,294,5,2.6,2
4.359000e-02,300,5,2.8,2
4.360000e-02,294,4.8,2.6,2
4.361000e-02,288,5,2.8,2.2
4.362000e-02,294,4.8,2.6,2
4.363000e-02,300,4.8,2.8,2.2
4.364000e-02,294,4.8,2.6,2
4.365000e-02,294,4.8,2.4,2
4.366000e-02,294,4.6,2.4,2
4.367000e-02,300,4.8,2.2,2.2
4.368000e-02,294,4.4,2.4,2
4.369000e-02,294,4.6,2.2,2
4.370000e-02,300,4.6,2,2.2
4.371000e-02,294,4.8,2.2,2.2
4.372000e-02,306,4.6,2.2,2.2
4.373000e-02,294,4.6,2,2.2
4.374000e-02,300,4.8,2,2.4
4.375000e-02,294,4.6,2.2,2.2
4.376000e-02,300,4.8,2.2,2.4
4.377000e-02,294,4.6,1.8,2.4
4.378000e-02,300,4.6,1.8,2.6
4.379000e-02,300,4.6,2,2.4
4.380000e-02,294,4.6,1.8,2.2
4.381000e-02,300,4.4,1.6,2.4
4.382000e-02,294,4.6,1.8,2.6
4.383000e-02,306,4.4,1.4,2.4
4.384000e-02,300,4.6,1.6,2.6
4.385000e-02,300,4.4,1.6,2.6
4.386000e-02,300,4.4,1.6,2.8
4.387000e-02,306,4.4,1.4,2.6
4.388000e-02,306,4.6,1.6,2.8
4.389000e-02,306,4.2,1.4,2.6
4.390000e-02,300,4.2,1.2,2.8
4.391000e-02,306,4.4,1.2,2.8
4.392000e-02,306,4.6,1.4,3
4.393000e-02,306,4.4,1.2,2.8
4.394000e-02,300,4.4,1.4,2.8
4.395000e-02,300,4.2,1,2.6
4.396000e-02,306,4.2,1,2.8
4.397000e-02,300,4.4,1,2.8
4.398000e-02,300,4,1,2.8
4.399000e-02,306,4,1,3
4.400000e-02,306,4.2,1,3
4.401000e-02,312,3.8,0.8,3.2
4.402000e-02,306,4.2,1,3
4.403000e-02,306,4,0.8,3
4.404000e-02,306,4,0.4,3
4.405000e-02,312,4,0.6,3.2
4.406000e-02,306,4,0.8,3.2
4.407000e-02,312,3.8,0.6,3
4.408000e-02,306,3.8,0.6,3.4
4.409000e-02,312,3.8,0.4,3.2
4.410000e-02,312,3.8,0.4,3.2
4.411000e-02,306,3.8,0.4,3.2
4.412000e-02,306,3.6,0.2,3
4.413000e-02,306,3.8,0.2,3.4
4.414000e-02,312,3.8,0.2,3.4
4.415000e-02,312,3.8,0,3.2
4.416000e-02,306,3.6,0,3.2
4.417000e-02,306,3.6,0.2,3.2
4.418000e-02,306,3.6,0.2,3.4
4.419000e-02,312,3.6,0.2,3.4
4.420000e-02,312,3.8,0.2,3.4
4.421000e-02,306,3.8,0.2,3.4
4.422000e-02,318,3.4,0,3.4
4.423000e-02,312,3.8,0.2,3.4
4.424000e-02,312,3.8,0.2,3.6
4.425000e-02,312,3.8,0,3.6
4.426000e-02,312,4,0.2,3.6
4.427000e-02,306,3.8,0,3.4
4.428000e-02,306,3.8,0,3.6
4.429000e-02,306,3.6,0,3.6
4.430000e-02,312,3.8,0.2,3.6
4.431000e-02,312,4,0,3.8
4.432000e-02,306,3.8,0.2,3.8
4.433000e-02,306,3.8,0,3.6
4.434000e-02,306,4,0,3.8
4.435000e-02,312,4.2,0,3.6
4.436000e-02,312,4.2,0.2,3.8
4.437000e-02,312,4.2,0.2,3.4
4.438000e-02,306,4.2,0.2,4
4.439000e-02,306,4.2,0,3.8
4.440000e-02,306,4.4,0,3.6
4.441000e-02,312,4.4,0,3.8
4.442000e-02,306,4.2,0,3.8
4.443000e-02,312,4.2,0.2,3.8
4.444000e-02,318,4.2,0,4
4.445000e-02,318,4.2,0,3.6
4.446000e-02,306,4.4,0.2,4.2
4.447000e-02,318,4.4,0,4
4.448000e-02,318,4.6,0,4.2
4.449000e-02,312,4.4,0.2,4.2
4.450000e-02,312,4.4,0,4.4
4.451000e-02,318,4.4,0,4.2
4.452000e-02,312,4.4,0.2,4
4.453000e-02,318,4.2,0.2,4.2
4.454000e-02,312,4.4,0,4
4.455000e-02,312,4.8,0.2,4.2
4.456000e-02,312,4.6,0,4
4.457000e-02,318,4.6,0,4.2
4.458000e-02,300,4.6,0.2,4.4
4.459000e-02,312,4.2,0,4.2
4.460000e-02,318,4.8,0,4.4
4.461000e-02,312,4.4,0,4.4
4.462000e-02,312,4.4,0,4.4
4.463000e-02,318,4.6,0.2,4.4
4.464000e-02,318,4.6,0.2,4.2
4.465000e-02,312,4.4,0,4.6
4.466000e-02,318,4.6,0,4.4
4.467000e-02,318,4.6,0,4.6
4.468000e-02,312,4.6,0,4.6
4.469000e-02,318,4.6,0,4.4
4.470000e-02,318,4.8,0,4.6
4.471000e-02,312,4.6,0,4.8
4.472000e-02,318,4.8,0,4.6
4.473000e-02,312,4.6,-0.2,4.6
4.474000e-02,312,4.6,-0.2,4.6
4.475000e-02,312,4.6,0,4.6
4.476000e-02,306,4.8,0,4.6
4.477000e-02,318,4.8,-0.2,4.6
4.478000e-02,312,4.8,-0.2,4.6
4.479000e-02,312,4.6,-0.2,4.6
4.480000e-02,318,4.6,0,5
4.481000e-02,312,4.8,0,4.8
4.482000e-02,318,4.6,-0.2,5
4.483000e-02,312,4.8,-0.2,5
4.484000e-02,312,4.8,-0.2,4.8
4.485000e-02,318,4.8,-0.2,5.2
4.486000e-02,318,4.6,-0.4,4.8
4.487000e-02,312,5,-0.2,4.8
4.488000e-02,312,4.6,-0.2,4.6
4.489000e-02,318,4.6,-0.4,5
4.490000e-02,306,4.8,-0.2,4.8
4.491000e-02,306,4.8,-0.2,5
4.492000e-02,312,4.8,-0.2,5
4.493000e-02,318,4.8,-0.4,5.2
4.494000e-02,312,5,-0.4,5
4.495000e-02,318,5,-0.2,4.8
4.496000e-02,324,4.8,-0.2,5.2
4.497000e-02,318,5,-0.2,4.8
4.498000e-02,318,4.8,-0.4,5
4.499000e-02,318,5,-0.4,5.4
4.500000e-02,312,4.8,-0.4,5.2
4.501000e-02,318,4.8,-0.4,5.4
4.502000e-02,312,4.8,-0.2,5.2
4.503000e-02,318,4.8,-0.4,5.2
4.504000e-02,312,4.8,-0.4,5
4.505000e-02,318,4.8,-0.4,5.4
4.506000e-02,312,4.8,-0.4,5.2
4.507000e-02,318,4.8,-0.4,5.4
4.508000e-02,318,4.8,-0.4,5.4
4.509000e-02,312,5,-0.4,5.4
4.510000e-02,318,5,-0.4,5.6
4.511000e-02,318,5.2,-0.4,5.2
4.512000e-02,318,5.2,-0.4,5.4
4.513000e-02,318,5,-0.2,5.4
4.514000e-02,318,5,-0.6,5.4
4.515000e-02,318,5,-0.4,5.4
4.516000e-02,312,5,-0.6,5.6
4.517000e-02,312,4.8,-0.8,5
4.518000e-02,312,5,-0.4,5.6
4.519000e-02,312,5,-0.6,5.6
4.520000e-02,318,5.2,-0.6,5.8
4.521000e-02,318,5.2,-0.4,5.6
4.522000e-02,318,5,-0.8,5.4
4.523000e-02,312,5,-0.6,5.6
4.524000e-02,312,5.2,-0.6,5.6
4.525000e-02,318,5,-0.6,5.6
4.526000e-02,306,5,-0.6,5.8
4.527000e-02,306,5,-0.8,5.8
4.528000e-02,312,5,-0.6,5.8
4.529000e-02,318,5,-0.6,5.8
4.530000e-02,318,5.2,-0.6,5.8
4.531000e-02,312,5,-0.6,5.8
4.532000e-02,312,5.2,-0.8,5.8
4.533000e-02,324,5,-0.6,5.8
4.534000e-02,312,5,-0.8,5.8
4.535000e-02,306,5,-1,5.8
4.536000e-02,318,5,-1,6
4.537000e-02,312,5,-0.8,6
4.538000e-02,306,4.8,-0.8,6
4.539000e-02,306,5.2,-0.8,5.8
4.540000e-02,318,5,-0.8,6
4.541000e-02,312,5,-1,6
4.542000e-02,306,5,-0.8,6
4.543000e-02,318,5,-1,6
4.544000e-02,312,5,-0.8,5.8
4.545000e-02,318,5,-1,6
4.546000e-02,306,5,-0.8,6
4.547000e-02,312,5.2,-1.2,6
4.548000e-02,312,5.2,-1,6.2
4.549000e-02,306,5.4,-1,6
4.550000e-02,306,5.2,-1.2,6.2
4.551000e-02,312,5.2,-1,6.2
4.552000e-02,306,5.4,-1,6.2
4.553000e-02,312,4.8,-1,6.4
4.554000e-02,312,5.2,-1,6
4.555000e-02,306,5.4,-1,6.2
4.556000e-02,312,5.2,-0.8,6.2
4.557000e-02,312,5.4,-1,6.4
4.558000e-02,306,5.4,-1,6.2
4.559000e-02,306,5.4,-1.2,6.2
4.560000e-02,306,5,-1,6.4
4.561000e-02,312,5.2,-1,6.4
4.562000e-02,312,5.2,-1,6.4
4.563000e-02,312,5.4,-1.2,6.4
4.564000e-02,306,5.4,-1,6.2
4.565000e-02,312,5.4,-1.2,6.4
4.566000e-02,306,5.2,-1.2,6.4
4.567000e-02,312,5.6,-1,6.4
4.568000e-02,306,5.4,-1.2,6.4
4.569000e-02,306,5.4,-1.2,6.4
4.570000e-02,306,5.4,-1.2,6.2
4.571000e-02,306,5.4,-1.4,6.2
4.572000e-02,306,5.4,-1.2,6.6
4.573000e-02,312,5.4,-1.2,7
4.574000e-02,312,5.4,-1.4,6.8
4.575000e-02,312,5.4,-1.2,6.6
4.576000e-02,300,5.2,-1.2,6.6
4.577000e-02,306,5.4,-1.4,6.6
4.578000e-02,312,5.2,-1.4,6.8
4.579000e-02,306,5.4,-1.4,6.6
4.580000e-02,318,5.4,-1.4,6.6
4.581000e-02,306,5.2,-1.6,6.6
4.582000e-02,306,5.2,-1.6,6.6
4.583000e-02,306,5.2,-1.6,6.8
4.584000e-02,312,5.2,-1.6,6.6
4.585000e-02,300,5.2,-1.8,6.6
4.586000e-02,306,5,-1.8,6.8
4.587000e-02,306,5.2,-1.8,6.8
4.588000e-02,306,5,-2,6.8
4.589000e-02,306,5,-1.8,6.8
4.590000e-02,306,5,-1.8,6.8
4.591000e-02,306,4.8,-2.2,6.8
4.592000e-02,300,5,-2,6.8
4.593000e-02,306,4.8,-2,7
4.594000e-02,300,4.8,-2.2,6.8
4.595000e-02,300,4.6,-2.4,7
4.596000e-02,300,4.6,-2.4,7
4.597000e-02,300,4.6,-2.4,6.8
4.598000e-02,294,4.4,-2.6,7.2
4.599000e-02,300,4.4,-2.4,6.8
4.600000e-02,300,4.4,-2.8,7
4.601000e-02,306,4.4,-2.8,7
4.602000e-02,300,4.4,-2.8,7
4.603000e-02,300,4.4,-2.8,7.2
4.604000e-02,306,4.2,-2.8,7.2
4.605000e-02,294,4.2,-2.6,7.2
4.606000e-02,294,4.2,-2.8,7
4.607000e-02,300,4.4,-3,7
4.608000e-02,300,4.2,-3,7.2
4.609000e-02,300,4.2,-2.8,7.2
4.610000e-02,300,4.2,-2.8,7.2
4.611000e-02,294,4.2,-3,7.2
4.612000e-02,294,4.2,-3,7.2
4.613000e-02,294,4,-3,7
4.614000e-02,300,4.2,-2.8,7.4
4.615000e-02,294,4,-3,7
4.616000e-02,294,4.2,-3.2,7.2
4.617000e-02,288,4.2,-3.2,7.2
4.618000e-02,294,4.2,-3,7.2
4.619000e-02,288,4,-3.2,7.2
4.620000e-02,294,4.4,-3,7.4
4.621000e-02,294,4.2,-3,7.2
4.622000e-02,294,4.2,-3.2,7.2
4.623000e-02,294,4.2,-3,7.2
4.624000e-02,288,4.2,-3.2,7.4
4.625000e-02,288,4.4,-3.2,7.4
4.626000e-02,288,4.4,-3,7.6
4.627000e-02,288,4.4,-3,7.2
4.628000e-02,288,4.2,-3,7.2
4.629000e-02,288,4.4,-3.2,7.4
4.630000e-02,288,4.6,-3,7.2
4.631000e-02,294,4.4,-3,7.2
4.632000e-02,288,4.4,-3.2,7.4
4.633000e-02,288,4.4,-3.2,7.6
4.634000e-02,288,4.4,-3.2,7.4
4.635000e-02,282,4.4,-3.2,7.2
4.636000e-02,288,4.4,-3.2,7.4
4.637000e-02,288,4.4,-2.8,7.4
4.638000e-02,288,4.4,-3,7.6
4.639000e-02,288,4.4,-3,7.4
4.640000e-02,282,4.6,-3,7.6
4.641000e-02,288,4.2,-3.2,7.4
4.642000e-02,282,4.4,-3.2,7.6
4.643000e-02,282,4.2,-3,7.6
4.644000e-02,282,4.4,-3.2,7.6
4.645000e-02,282,4.4,-3.2,7.6
4.646000e-02,282,4.4,-3.2,7.6
4.647000e-02,282,4.2,-3.2,7.8
4.648000e-02,276,4.4,-3.2,7.6
4.649000e-02,276,4.2,-3.4,7.6
4.650000e-02,276,4.2,-3.2,7.6
4.651000e-02,282,4.2,-3.4,7.8
4.652000e-02,276,4.2,-3.6,7.6
4.653000e-02,282,4,-3.6,7.6
4.654000e-02,282,4.2,-3.6,7.6
4.655000e-02,282,4,-3.6,7.6
4.656000e-02,270,4,-3.6,7.6
4.657000e-02,276,4,-3.6,7.6
4.658000e-02,282,4,-3.8,7.8
4.659000e-02,282,4,-3.8,7.6
4.660000e-02,270,3.8,-4,7.8
4.661000e-02,276,4,-4,7.8
4.662000e-02,270,3.8,-4,7.4
4.663000e-02,270,4,-3.8,7.8
4.664000e-02,276,3.8,-4,7.6
4.665000e-02,276,3.8,-3.8,7.6
4.666000e-02,270,3.8,-4,7.8
4.667000e-02,270,3.6,-4.4,8
4.668000e-02,270,3.6,-4.2,8
4.669000e-02,270,3.6,-4.2,7.8
4.670000e-02,270,3.6,-4.2,7.8
4.671000e-02,264,3.6,-4.4,7.8
4.672000e-02,270,3.6,-4.2,7.8
4.673000e-02,264,3.6,-4.2,7.8
4.674000e-02,270,3.4,-4.4,8
4.675000e-02,264,3.4,-4.4,8
4.676000e-02,270,3.4,-4.4,8
4.677000e-02,264,3.4,-4.4,8
4.678000e-02,264,3.2,-4.6,7.8
4.679000e-02,258,3.2,-4.8,8
4.680000e-02,264,3.4,-4.6,8
4.681000e-02,258,3.2,-4.6,8
4.682000e-02,258,3,-4.8,7.8
4.683000e-02,252,3.2,-4.6,7.8
4.684000e-02,264,3,-4.6,7.8
4.685000e-02,252,3.2,-4.8,8.2
4.686000e-02,264,3.2,-4.8,8
4.687000e-02,258,3.2,-4.6,8
4.688000e-02,258,3.4,-4.8,8
