Temps(s),U(V),Itot(A),IC(A),IRL(A)
-7.390000e-03,-228,-4.6,-5.2,0.4
-7.380000e-03,-222,-4.6,-5.2,0.4
-7.370000e-03,-228,-4.6,-5,0.4
-7.360000e-03,-228,-4.4,-5.2,0.4
-7.350000e-03,-234,-4.6,-5,0.4
-7.340000e-03,-234,-4.6,-4.8,0.2
-7.330000e-03,-234,-4.6,-4.8,0.2
-7.320000e-03,-234,-4.2,-4.8,0.2
-7.310000e-03,-228,-4.4,-4.6,0.2
-7.300000e-03,-234,-4.6,-4.6,0.2
-7.290000e-03,-234,-4.2,-4.6,0.2
-7.280000e-03,-234,-4.2,-4.4,0
-7.270000e-03,-234,-4.2,-4.4,0
-7.260000e-03,-228,-4.2,-4.2,0
-7.250000e-03,-240,-4,-4.4,0.2
-7.240000e-03,-240,-4,-4,0
-7.230000e-03,-240,-4.2,-4.2,0
-7.220000e-03,-240,-4,-4.2,0
-7.210000e-03,-240,-4,-3.8,0
-7.200000e-03,-240,-4.2,-4,0
-7.190000e-03,-240,-3.8,-4,-0.2
-7.180000e-03,-246,-4.2,-4,-0.2
-7.170000e-03,-246,-4,-3.8,0
-7.160000e-03,-246,-4,-3.8,-0.2
-7.150000e-03,-240,-4,-3.8,-0.2
-7.140000e-03,-246,-4.2,-4,-0.2
-7.130000e-03,-240,-4.2,-4,-0.2
-7.120000e-03,-246,-4,-4,-0.2
-7.110000e-03,-240,-4.4,-4,-0.4
-7.100000e-03,-246,-4.2,-4.2,-0.2
-7.090000e-03,-246,-4.2,-4,-0.2
-7.080000e-03,-246,-4.2,-4,-0.4
-7.070000e-03,-252,-4.4,-4.2,-0.2
-7.060000e-03,-246,-4.6,-4.2,-0.4
-7.050000e-03,-246,-4.6,-4,-0.4
-7.040000e-03,-252,-4.8,-4,-0.4
-7.030000e-03,-252,-4.6,-4,-0.6
-7.020000e-03,-252,-4.8,-4.4,-0.4
-7.010000e-03,-258,-4.8,-4.4,-0.6
-7.000000e-03,-252,-4.6,-4.4,-0.4
-6.990000e-03,-252,-5,-4.2,-0.6
-6.980000e-03,-252,-4.8,-4.4,-0.6
-6.970000e-03,-258,-5,-4.4,-0.4
-6.960000e-03,-252,-5,-4.4,-0.4
-6.950000e-03,-258,-5.2,-4.8,-0.6
-6.940000e-03,-252,-5.2,-4.4,-0.6
-6.930000e-03,-252,-5.2,-4.4,-0.4
-6.920000e-03,-264,-5.2,-4.4,-0.6
-6.910000e-03,-258,-5.2,-4.8,-0.6
-6.900000e-03,-258,-5.4,-4.6,-0.8
-6.890000e-03,-258,-5.6,-4.6,-0.6
-6.880000e-03,-258,-5.2,-5,-0.6
-6.870000e-03,-264,-5.6,-4.6,-0.8
-6.860000e-03,-270,-5.6,-4.8,-0.8
-6.850000e-03,-264,-5.8,-4.6,-0.8
-6.840000e-03,-264,-5.6,-4.4,-1
-6.830000e-03,-270,-5.6,-4.6,-0.8
-6.820000e-03,-270,-5.6,-4.6,-0.8
-6.810000e-03,-270,-5.8,-4.6,-1
-6.800000e-03,-270,-5.8,-4.8,-1.2
-6.790000e-03,-270,-5.8,-4.6,-1
-6.780000e-03,-270,-5.8,-4.6,-1.2
-6.770000e-03,-270,-5.8,-4.8,-1.2
-6.760000e-03,-270,-5.6,-5,-1
-6.750000e-03,-270,-6,-4.6,-1
-6.740000e-03,-264,-6,-4.6,-1.2
-6.730000e-03,-270,-5.8,-4.6,-1.4
-6.720000e-03,-270,-6,-4.6,-1.2
-6.710000e-03,-270,-5.8,-4.6,-1.4
-6.700000e-03,-270,-5.8,-4.8,-1.4
-6.690000e-03,-276,-5.8,-4.6,-1.4
-6.680000e-03,-276,-5.8,-4.4,-1.4
-6.670000e-03,-282,-6,-4.6,-1.2
-6.660000e-03,-270,-5.8,-4.4,-1.4
-6.650000e-03,-282,-6,-4.2,-1.4
-6.640000e-03,-282,-6,-4.4,-1.6
-6.630000e-03,-276,-6,-4.4,-1.6
-6.620000e-03,-282,-6,-4.2,-1.6
-6.610000e-03,-276,-5.8,-4.2,-1.6
-6.600000e-03,-276,-5.8,-4,-1.4
-6.590000e-03,-282,-6,-4.2,-1.4
-6.580000e-03,-282,-5.8,-4.2,-1.6
-6.570000e-03,-282,-6,-4.2,-1.6
-6.560000e-03,-288,-5.8,-4,-1.8
-6.550000e-03,-282,-5.8,-4.2,-1.6
-6.540000e-03,-282,-6,-4,-1.6
-6.530000e-03,-288,-5.6,-4,-1.8
-6.520000e-03,-282,-5.8,-4,-1.8
-6.510000e-03,-288,-5.8,-4,-1.8
-6.500000e-03,-288,-6,-3.8,-1.6
-6.490000e-03,-294,-6,-4,-1.8
-6.480000e-03,-288,-5.8,-3.8,-2
-6.470000e-03,-288,-6,-3.6,-2
-6.460000e-03,-294,-5.6,-3.6,-2
-6.450000e-03,-288,-5.8,-4,-1.8
-6.440000e-03,-288,-5.8,-3.8,-2
-6.430000e-03,-294,-5.8,-3.6,-2
-6.420000e-03,-288,-6,-3.8,-2
-6.410000e-03,-294,-5.8,-3.8,-2
-6.400000e-03,-294,-5.6,-3.4,-2.2
-6.390000e-03,-294,-5.6,-3.6,-2.2
-6.380000e-03,-294,-5.4,-3.6,-2
-6.370000e-03,-294,-5.8,-3.4,-2.2
-6.360000e-03,-288,-6,-3.4,-2
-6.350000e-03,-294,-5.6,-3.4,-2.2
-6.340000e-03,-294,-5.6,-3.4,-2.2
-6.330000e-03,-294,-5.8,-3.6,-2.2
-6.320000e-03,-288,-5.6,-3.4,-2.2
-6.310000e-03,-294,-5.8,-3.2,-2.2
-6.300000e-03,-294,-5.6,-3.4,-2.2
-6.290000e-03,-300,-5.6,-3.2,-2.4
-6.280000e-03,-300,-5.4,-3,-2.4
-6.270000e-03,-294,-5.4,-3.2,-2.4
-6.260000e-03,-294,-5.6,-3.2,-2.4
-6.250000e-03,-300,-5.6,-3,-2.6
-6.240000e-03,-300,-5.6,-3,-2.2
-6.230000e-03,-300,-5.6,-3.2,-2.6
-6.220000e-03,-294,-5.6,-3.2,-2.6
-6.210000e-03,-300,-6,-3,-2.4
-6.200000e-03,-300,-5.8,-3,-2.8
-6.190000e-03,-300,-5.6,-3.2,-2.8
-6.180000e-03,-300,-5.6,-3,-2.6
-6.170000e-03,-300,-5.6,-2.8,-2.6
-6.160000e-03,-300,-5.4,-2.8,-2.8
-6.150000e-03,-294,-5.8,-2.8,-2.6
-6.140000e-03,-300,-5.6,-3,-2.8
-6.130000e-03,-300,-5.6,-2.8,-2.6
-6.120000e-03,-306,-5.6,-2.6,-2.8
-6.110000e-03,-300,-5.6,-2.8,-2.8
-6.100000e-03,-300,-5.6,-2.8,-2.8
-6.090000e-03,-306,-5.6,-2.6,-3
-6.080000e-03,-306,-5.4,-2.4,-3
-6.070000e-03,-306,-5.4,-2.4,-2.8
-6.060000e-03,-300,-5.2,-2.4,-3
-6.050000e-03,-300,-5.2,-2.2,-3
-6.040000e-03,-306,-5.2,-2,-3
-6.030000e-03,-306,-5.2,-2,-2.8
-6.020000e-03,-306,-5.2,-1.8,-3
-6.010000e-03,-300,-5.2,-1.8,-3
-6.000000e-03,-306,-5,-1.6,-3
-5.990000e-03,-300,-5.2,-1.8,-3.2
-5.980000e-03,-300,-5,-2,-3
-5.970000e-03,-312,-4.8,-1.6,-3.2
-5.960000e-03,-306,-4.8,-1.4,-3.2
-5.950000e-03,-306,-4.6,-1.8,-3
-5.940000e-03,-306,-4.8,-1.6,-3.2
-5.930000e-03,-300,-4.8,-1.4,-3.2
-5.920000e-03,-306,-4.6,-1.2,-3.2
-5.910000e-03,-306,-4.6,-1.4,-3.4
-5.900000e-03,-312,-4.4,-1.2,-3.2
-5.890000e-03,-306,-4.6,-1.2,-3.2
-5.880000e-03,-300,-4.6,-1,-3.2
-5.870000e-03,-306,-4.6,-1.2,-3.4
-5.860000e-03,-306,-4.6,-1,-3.4
-5.850000e-03,-306,-4.4,-1,-3.4
-5.840000e-03,-312,-4.4,-1,-3.4
-5.830000e-03,-312,-4.6,-1,-3.2
-5.820000e-03,-312,-4.4,-1,-3.4
-5.810000e-03,-300,-4.4,-0.6,-3.4
-5.800000e-03,-312,-4.4,-1,-3.4
-5.790000e-03,-306,-4.4,-1,-3.6
-5.780000e-03,-312,-4.4,-0.8,-3.4
-5.770000e-03,-312,-4.4,-0.8,-3.6
-5.760000e-03,-306,-4.4,-0.8,-3.6
-5.750000e-03,-312,-4.4,-0.8,-3.6
-5.740000e-03,-312,-4.6,-1,-3.6
-5.730000e-03,-306,-4.8,-1,-3.6
-5.720000e-03,-306,-4.6,-0.8,-3.8
-5.710000e-03,-306,-4.8,-1,-3.8
-5.700000e-03,-306,-4.6,-1,-3.8
-5.690000e-03,-312,-4.6,-0.8,-4
-5.680000e-03,-312,-4.8,-1,-3.8
-5.670000e-03,-318,-4.8,-1,-3.8
-5.660000e-03,-312,-4.8,-0.8,-3.8
-5.650000e-03,-318,-5,-0.8,-4
-5.640000e-03,-312,-4.8,-1.2,-3.8
-5.630000e-03,-306,-5,-1,-3.8
-5.620000e-03,-318,-5,-1,-3.8
-5.610000e-03,-306,-5,-1,-3.8
-5.600000e-03,-312,-5,-1,-4
-5.590000e-03,-306,-5,-0.8,-4
-5.580000e-03,-318,-5.2,-1,-4.2
-5.570000e-03,-306,-5.2,-1,-4
-5.560000e-03,-312,-5.2,-1,-4
-5.550000e-03,-312,-5.2,-1,-4.2
-5.540000e-03,-312,-5,-1,-4
-5.530000e-03,-306,-5.2,-1,-4.2
-5.520000e-03,-312,-5.2,-1,-4.2
-5.510000e-03,-312,-5,-1,-4.2
-5.500000e-03,-312,-5,-0.8,-4.2
-5.490000e-03,-312,-5.4,-0.6,-4.2
-5.480000e-03,-318,-5.2,-0.6,-4.2
-5.470000e-03,-312,-5.4,-0.8,-4.2
-5.460000e-03,-312,-5.2,-1,-4.4
-5.450000e-03,-312,-5.4,-0.8,-4.2
-5.440000e-03,-306,-5.2,-0.8,-4.4
-5.430000e-03,-306,-5.4,-0.8,-4.2
-5.420000e-03,-306,-5.4,-1,-4.4
-5.410000e-03,-306,-5.4,-0.8,-4.6
-5.400000e-03,-312,-5.4,-0.8,-4.2
-5.390000e-03,-312,-5.2,-0.8,-4.6
-5.380000e-03,-318,-5.2,-0.8,-4.6
-5.370000e-03,-312,-5.2,-1,-4.4
-5.360000e-03,-306,-5.4,-1,-4.6
-5.350000e-03,-312,-5.4,-0.8,-4.6
-5.340000e-03,-324,-5.4,-1,-4.4
-5.330000e-03,-318,-5.4,-0.8,-4.8
-5.320000e-03,-312,-5.6,-0.8,-4.6
-5.310000e-03,-312,-5.6,-0.8,-4.6
-5.300000e-03,-318,-5.6,-0.8,-4.6
-5.290000e-03,-318,-5.8,-0.8,-4.6
-5.280000e-03,-312,-5.4,-0.8,-4.8
-5.270000e-03,-312,-5.6,-1,-4.6
-5.260000e-03,-312,-5.6,-0.8,-4.8
-5.250000e-03,-312,-5.4,-0.8,-4.6
-5.240000e-03,-318,-5.6,-0.8,-5
-5.230000e-03,-312,-5.4,-1,-4.8
-5.220000e-03,-312,-5.8,-0.8,-4.8
-5.210000e-03,-312,-5.8,-0.8,-4.8
-5.200000e-03,-312,-5.6,-0.6,-5
-5.190000e-03,-318,-5.6,-0.6,-4.8
-5.180000e-03,-318,-5.8,-0.6,-5
-5.170000e-03,-318,-5.6,-0.6,-5.2
-5.160000e-03,-318,-5.6,-0.6,-4.8
-5.150000e-03,-318,-5.8,-0.6,-5
-5.140000e-03,-318,-5.6,-0.4,-5
-5.130000e-03,-318,-5.4,-0.8,-5.2
-5.120000e-03,-312,-5.8,-0.8,-5.4
-5.110000e-03,-318,-5.6,-0.4,-5.2
-5.100000e-03,-312,-5.8,-0.6,-5
-5.090000e-03,-312,-5.6,-0.4,-5
-5.080000e-03,-312,-5.6,-0.4,-5.4
-5.070000e-03,-318,-5.6,-0.4,-5.4
-5.060000e-03,-312,-5.4,-0.4,-5
-5.050000e-03,-312,-5.6,-0.4,-5.2
-5.040000e-03,-312,-5.6,-0.4,-5.2
-5.030000e-03,-312,-5.8,-0.4,-5.4
-5.020000e-03,-312,-5.6,-0.6,-5.4
-5.010000e-03,-318,-5.8,-0.4,-5.4
-5.000000e-03,-312,-5.8,-0.2,-5.2
-4.990000e-03,-324,-5.6,-0.4,-5.4
-4.980000e-03,-312,-5.8,-0.4,-5
-4.970000e-03,-312,-5.8,-0.4,-5.4
-4.960000e-03,-312,-5.8,-0.4,-5.4
-4.950000e-03,-312,-5.8,-0.4,-5.6
-4.940000e-03,-318,-5.8,-0.4,-5.4
-4.930000e-03,-312,-5.6,-0.2,-5.4
-4.920000e-03,-312,-5.8,-0.2,-5.4
-4.910000e-03,-318,-5.6,-0.2,-5.6
-4.900000e-03,-318,-5.8,-0.2,-5.4
-4.890000e-03,-318,-5.8,-0.2,-5.8
-4.880000e-03,-318,-5.8,-0.2,-5.4
-4.870000e-03,-312,-5.6,-0.4,-5.6
-4.860000e-03,-324,-6,-0.2,-5.6
-4.850000e-03,-312,-5.8,-0.2,-5.6
-4.840000e-03,-312,-5.8,-0.2,-5.4
-4.830000e-03,-312,-6,-0.2,-5.8
-4.820000e-03,-318,-5.8,-0.2,-5.6
-4.810000e-03,-312,-5.8,-0.2,-6
-4.800000e-03,-312,-6,-0.2,-5.6
-4.790000e-03,-318,-5.8,-0.2,-5.6
-4.780000e-03,-318,-5.8,-0.2,-5.6
-4.770000e-03,-312,-5.8,-0.2,-5.6
-4.760000e-03,-312,-5.8,-0.2,-5.8
-4.750000e-03,-318,-5.8,-0.2,-5.6
-4.740000e-03,-318,-5.8,-0.2,-6
-4.730000e-03,-312,-5.8,-0.2,-5.8
-4.720000e-03,-312,-6,-0.2,-5.8
-4.710000e-03,-318,-6,0,-5.8
-4.700000e-03,-306,-6,0,-6
-4.690000e-03,-312,-5.8,0,-6
-4.680000e-03,-318,-5.6,-0.2,-6
-4.670000e-03,-312,-5.8,0,-6
-4.660000e-03,-318,-5.8,0,-6
-4.650000e-03,-312,-5.8,-0.2,-6
-4.640000e-03,-318,-6,0,-6
-4.630000e-03,-312,-6.2,0,-6
-4.620000e-03,-312,-6,0,-6.2
-4.610000e-03,-312,-6.2,0,-6
-4.600000e-03,-318,-6,0,-6.2
-4.590000e-03,-312,-6,0.4,-6
-4.580000e-03,-312,-6,0.2,-6
-4.570000e-03,-312,-6,0,-6.2
-4.560000e-03,-312,-6,0,-6.2
-4.550000e-03,-312,-6,0,-6.2
-4.540000e-03,-318,-5.8,0,-6.4
-4.530000e-03,-312,-6.2,0,-6.2
-4.520000e-03,-312,-6,0,-6.2
-4.510000e-03,-312,-6,0.2,-6.4
-4.500000e-03,-318,-6,0.2,-6.4
-4.490000e-03,-312,-6,0.2,-6.4
-4.480000e-03,-312,-6,0,-6.4
-4.470000e-03,-318,-6,0,-6.4
-4.460000e-03,-318,-6,0.2,-6.4
-4.450000e-03,-312,-6.2,0.2,-6.6
-4.440000e-03,-312,-6.2,0.2,-6.6
-4.430000e-03,-312,-6,0,-6.4
-4.420000e-03,-312,-6.2,0.4,-6.4
-4.410000e-03,-312,-6,0.2,-6.2
-4.400000e-03,-312,-6,0.4,-6.6
-4.390000e-03,-312,-6.2,0.2,-6.4
-4.380000e-03,-312,-6,0.2,-6.6
-4.370000e-03,-312,-6.2,0,-6.4
-4.360000e-03,-318,-6.2,0.2,-6.4
-4.350000e-03,-312,-6,0.4,-6.6
-4.340000e-03,-312,-6,0.2,-6.4
-4.330000e-03,-318,-6.2,0.4,-6.6
-4.320000e-03,-312,-6.2,0.4,-6.6
-4.310000e-03,-312,-6.4,0.4,-6.6
-4.300000e-03,-312,-6.2,0.2,-6.8
-4.290000e-03,-312,-6.2,0.2,-6.8
-4.280000e-03,-312,-6,0.2,-6.6
-4.270000e-03,-306,-6.2,0.6,-6.6
-4.260000e-03,-312,-6.2,0.4,-6.8
-4.250000e-03,-306,-6.2,0.6,-6.6
-4.240000e-03,-300,-6.2,0.4,-6.8
-4.230000e-03,-306,-6,0.6,-6.8
-4.220000e-03,-306,-6.2,0.4,-6.8
-4.210000e-03,-312,-6,0.4,-6.8
-4.200000e-03,-306,-6,0.6,-6.8
-4.190000e-03,-306,-6,0.4,-7
-4.180000e-03,-306,-6,0.4,-6.8
-4.170000e-03,-312,-6.2,0.6,-7
-4.160000e-03,-306,-6.2,0.6,-6.8
-4.150000e-03,-300,-6.2,0.6,-7
-4.140000e-03,-306,-6,0.8,-6.8
-4.130000e-03,-306,-6,0.8,-7
-4.120000e-03,-312,-6.2,0.8,-7
-4.110000e-03,-306,-6,0.8,-7.2
-4.100000e-03,-306,-6,1,-7
-4.090000e-03,-306,-5.8,1,-7
-4.080000e-03,-300,-5.8,0.8,-7
-4.070000e-03,-300,-5.8,1,-6.8
-4.060000e-03,-300,-5.8,1.2,-7
-4.050000e-03,-306,-5.6,1.2,-7.2
-4.040000e-03,-306,-5.8,1.2,-7
-4.030000e-03,-300,-5.6,1.4,-7
-4.020000e-03,-306,-5.4,1.6,-7.2
-4.010000e-03,-306,-5.4,1.6,-7.2
-4.000000e-03,-312,-5.6,1.6,-7.4
-3.990000e-03,-306,-5.2,1.6,-7
-3.980000e-03,-306,-5.4,1.6,-7
-3.970000e-03,-300,-5.4,1.8,-7.2
-3.960000e-03,-312,-5.2,1.6,-7.2
-3.950000e-03,-300,-5.2,2,-7.2
-3.940000e-03,-300,-5.2,2,-7.2
-3.930000e-03,-300,-5.2,1.8,-7.4
-3.920000e-03,-300,-5,2,-7.4
-3.910000e-03,-306,-4.8,2,-7.4
-3.900000e-03,-300,-5.2,2,-7.4
-3.890000e-03,-300,-5,2,-7.6
-3.880000e-03,-300,-4.8,2.2,-7.4
-3.870000e-03,-300,-5,2,-7.4
-3.860000e-03,-300,-4.8,2.2,-7.4
-3.850000e-03,-300,-5,2,-7.4
-3.840000e-03,-294,-5.2,2.2,-7.4
-3.830000e-03,-300,-4.8,2.2,-7.6
-3.820000e-03,-294,-4.8,2.2,-7.4
-3.810000e-03,-288,-5,2.2,-7.6
-3.800000e-03,-294,-5,2.2,-7.4
-3.790000e-03,-294,-5,2.2,-7.2
-3.780000e-03,-294,-5,2.4,-7.6
-3.770000e-03,-294,-5,2.2,-7.4
-3.760000e-03,-294,-5,2.4,-7.4
-3.750000e-03,-294,-5.2,2.4,-7.4
-3.740000e-03,-288,-5,2.2,-7.4
-3.730000e-03,-294,-5.4,2.4,-7.6
-3.720000e-03,-294,-5.2,2.2,-7.8
-3.710000e-03,-288,-5.2,2.2,-7.6
-3.700000e-03,-288,-5,2.2,-7.4
-3.690000e-03,-294,-5.2,2.2,-7.6
-3.680000e-03,-294,-5.2,2,-7.6
-3.670000e-03,-288,-5,2.2,-7.6
-3.660000e-03,-288,-5.2,2,-7.8
-3.650000e-03,-294,-5.2,2,-7.6
-3.640000e-03,-288,-5.2,2.2,-7.6
-3.630000e-03,-288,-5.2,2,-7.6
-3.620000e-03,-288,-5.2,2.4,-7.6
-3.610000e-03,-282,-5.4,2.2,-7.8
-3.600000e-03,-288,-5.2,2.4,-7.8
-3.590000e-03,-288,-5.2,2.4,-7.6
-3.580000e-03,-288,-5.2,2.4,-7.6
-3.570000e-03,-288,-5.2,2.2,-7.6
-3.560000e-03,-288,-5.2,2.2,-7.6
-3.550000e-03,-282,-5.2,2.4,-7.8
-3.540000e-03,-282,-5.2,2.4,-8
-3.530000e-03,-282,-5,2.2,-7.6
-3.520000e-03,-288,-5.2,2.4,-7.8
-3.510000e-03,-288,-5.2,2.4,-7.6
-3.500000e-03,-288,-5.2,2.4,-7.6
-3.490000e-03,-288,-5.2,2.4,-7.8
-3.480000e-03,-276,-5,2.4,-7.8
-3.470000e-03,-276,-5.2,2.6,-7.6
-3.460000e-03,-282,-5,2.6,-8
-3.450000e-03,-282,-5.2,2.6,-8
-3.440000e-03,-276,-5.2,2.6,-8
-3.430000e-03,-276,-5.2,2.6,-8
-3.420000e-03,-276,-5.2,2.6,-8.2
-3.410000e-03,-282,-5,2.8,-8
-3.400000e-03,-282,-4.8,2.6,-8
-3.390000e-03,-282,-4.8,2.8,-8.2
-3.380000e-03,-282,-4.8,2.8,-8
-3.370000e-03,-276,-4.8,3,-7.8
-3.360000e-03,-276,-4.6,2.8,-8.2
-3.350000e-03,-276,-4.6,3.2,-8
-3.340000e-03,-276,-4.6,2.8,-8
-3.330000e-03,-270,-5,3,-8
-3.320000e-03,-270,-4.4,3,-8.2
-3.310000e-03,-276,-4.8,3,-8
-3.300000e-03,-270,-4.6,3.2,-8
-3.290000e-03,-270,-4.6,3.2,-8
-3.280000e-03,-264,-4.6,3.4,-8
-3.270000e-03,-276,-4.4,3.4,-8
-3.260000e-03,-270,-4.2,3.6,-8
-3.250000e-03,-270,-4.2,3.4,-8.2
-3.240000e-03,-264,-4.4,3.4,-8.2
-3.230000e-03,-264,-4.2,3.6,-8
-3.220000e-03,-270,-4.4,3.6,-8
-3.210000e-03,-270,-4.2,3.6,-8.2
-3.200000e-03,-264,-4.4,3.4,-8
-3.190000e-03,-270,-4.2,3.8,-8
-3.180000e-03,-264,-4,3.6,-8.2
-3.170000e-03,-264,-4,3.6,-7.8
-3.160000e-03,-258,-4,3.8,-8.2
-3.150000e-03,-264,-4.2,3.8,-8
-3.140000e-03,-264,-4,3.8,-8.2
-3.130000e-03,-258,-4.2,3.8,-8.2
-3.120000e-03,-258,-4,3.8,-8.4
-3.110000e-03,-258,-4.2,4,-8.2
-3.100000e-03,-258,-4,4,-8.2
-3.090000e-03,-258,-4.2,3.8,-8.2
-3.080000e-03,-252,-4.2,3.8,-8.2
-3.070000e-03,-252,-4,4,-8.4
-3.060000e-03,-252,-4,4,-8.4
-3.050000e-03,-252,-4.2,4,-8.2
-3.040000e-03,-258,-3.8,3.8,-8.2
-3.030000e-03,-258,-4.2,3.8,-8.2
-3.020000e-03,-258,-4.2,3.8,-8.4
-3.010000e-03,-252,-4.4,4,-8.4
-3.000000e-03,-252,-4.2,3.6,-8.2
-2.990000e-03,-252,-4.2,3.8,-8.4
-2.980000e-03,-252,-4.2,3.8,-8.2
-2.970000e-03,-240,-4.2,3.6,-8.4
-2.960000e-03,-246,-4.2,3.6,-8.2
-2.950000e-03,-240,-4.2,3.8,-8.4
-2.940000e-03,-246,-4.4,3.6,-8.4
-2.930000e-03,-240,-4.4,3.8,-8.4
-2.920000e-03,-252,-4.2,4,-8.4
-2.910000e-03,-240,-4.2,3.6,-8.4
-2.900000e-03,-246,-4.4,3.6,-8.6
-2.890000e-03,-246,-4.2,3.6,-8.4
-2.880000e-03,-240,-4.2,3.6,-8.4
-2.870000e-03,-240,-4.4,3.6,-8.2
-2.860000e-03,-240,-4.6,3.8,-8.2
-2.850000e-03,-240,-4.4,3.8,-8.4
-2.840000e-03,-234,-4.4,3.6,-8.4
-2.830000e-03,-234,-4.6,3.8,-8.4
-2.820000e-03,-240,-4.6,3.8,-8.6
-2.810000e-03,-240,-4.4,3.6,-8.4
-2.800000e-03,-240,-4.6,3.6,-8.2
-2.790000e-03,-240,-4.4,3.6,-8.4
-2.780000e-03,-234,-4.4,3.6,-8.6
-2.770000e-03,-240,-4.6,3.6,-8.2
-2.760000e-03,-228,-4.4,3.4,-8.6
-2.750000e-03,-234,-4.6,3.4,-8.4
-2.740000e-03,-228,-4.8,3.4,-8.6
-2.730000e-03,-234,-4.6,3.6,-8.4
-2.720000e-03,-228,-4.6,3.6,-8.4
-2.710000e-03,-228,-5,3.4,-8.2
-2.700000e-03,-228,-4.8,3.2,-8.6
-2.690000e-03,-228,-4.8,3.2,-8.6
-2.680000e-03,-234,-4.6,3.6,-8.4
-2.670000e-03,-228,-4.8,3.2,-8.6
-2.660000e-03,-228,-4.8,3.4,-8.4
-2.650000e-03,-234,-4.8,3.6,-8.4
-2.640000e-03,-222,-4.6,3.4,-8.4
-2.630000e-03,-228,-4.6,3.6,-8.4
-2.620000e-03,-228,-4.8,3.6,-8.4
-2.610000e-03,-228,-4.8,3.6,-8.4
-2.600000e-03,-228,-4.6,3.6,-8.6
-2.590000e-03,-216,-4.6,3.6,-8.4
-2.580000e-03,-216,-4.8,3.4,-8.6
-2.570000e-03,-222,-4.2,3.6,-8.8
-2.560000e-03,-216,-4.6,3.8,-8.6
-2.550000e-03,-222,-4.6,3.8,-8.4
-2.540000e-03,-210,-4.4,3.6,-8.4
-2.530000e-03,-228,-4.4,4,-8.6
-2.520000e-03,-216,-4.2,3.8,-8.4
-2.510000e-03,-222,-4.2,4,-8.6
-2.500000e-03,-222,-4.4,4.2,-8.4
-2.490000e-03,-222,-4,4,-8.6
-2.480000e-03,-216,-4.2,4,-8.6
-2.470000e-03,-210,-4.2,4.4,-8.6
-2.460000e-03,-216,-4,4.4,-8.6
-2.450000e-03,-216,-4,4.2,-8.8
-2.440000e-03,-210,-4,4.4,-8.4
-2.430000e-03,-204,-3.8,4.4,-8.6
-2.420000e-03,-210,-3.8,4.2,-8.4
-2.410000e-03,-216,-4.2,4.6,-8.6
-2.400000e-03,-204,-3.8,4.6,-8.6
-2.390000e-03,-210,-3.6,4.6,-8.6
-2.380000e-03,-210,-3.6,4.6,-8.6
-2.370000e-03,-204,-3.6,4.4,-8.6
-2.360000e-03,-210,-3.6,4.4,-8.4
-2.350000e-03,-204,-3.8,4.6,-8.4
-2.340000e-03,-204,-3.8,4.6,-8.6
-2.330000e-03,-204,-3.6,4.6,-8.6
-2.320000e-03,-204,-3.6,4.6,-8.6
-2.310000e-03,-204,-3.8,4.6,-8.8
-2.300000e-03,-198,-3.6,4.6,-8.4
-2.290000e-03,-198,-3.8,4.6,-8.6
-2.280000e-03,-204,-3.6,5,-8.6
-2.270000e-03,-198,-3.6,4.6,-8.6
-2.260000e-03,-198,-3.8,4.4,-8.6
-2.250000e-03,-198,-3.8,4.6,-8.8
-2.240000e-03,-192,-3.8,4.4,-8.4
-2.230000e-03,-192,-3.8,4.4,-8.4
-2.220000e-03,-192,-4,4.2,-8.6
-2.210000e-03,-198,-3.8,4.2,-8.6
-2.200000e-03,-192,-4,4.4,-8.6
-2.190000e-03,-198,-4,4.2,-8.6
-2.180000e-03,-192,-4,4.4,-8.4
-2.170000e-03,-192,-4.4,4,-8.6
-2.160000e-03,-192,-4.4,4.4,-8.6
-2.150000e-03,-192,-4.2,4,-8.6
-2.140000e-03,-192,-4.2,4.4,-8.6
-2.130000e-03,-192,-4,4,-8.4
-2.120000e-03,-192,-4.4,4,-8.6
-2.110000e-03,-186,-4.2,4,-8.4
-2.100000e-03,-192,-4.4,4,-8.8
-2.090000e-03,-192,-4.2,3.8,-8.6
-2.080000e-03,-186,-4.2,3.8,-8.6
-2.070000e-03,-186,-4.4,3.8,-8.4
-2.060000e-03,-180,-4.4,3.8,-8.6
-2.050000e-03,-186,-4.4,3.8,-8.4
-2.040000e-03,-180,-4.8,3.8,-8.6
-2.030000e-03,-180,-4.4,4,-8.4
-2.020000e-03,-180,-4.4,4,-8.6
-2.010000e-03,-180,-4.6,4,-8.6
-2.000000e-03,-180,-4.6,3.8,-8.4
-1.990000e-03,-180,-4.4,3.8,-8.4
-1.980000e-03,-186,-4.6,3.8,-8.6
-1.970000e-03,-174,-4.6,3.8,-8.6
-1.960000e-03,-180,-4.4,3.8,-8.6
-1.950000e-03,-174,-4.2,3.8,-8.4
-1.940000e-03,-180,-4.4,3.8,-8.4
-1.930000e-03,-174,-4.6,3.8,-8.8
-1.920000e-03,-180,-4.6,4,-8.6
-1.910000e-03,-180,-4.4,3.8,-8.6
-1.900000e-03,-174,-4.4,3.8,-8.4
-1.890000e-03,-174,-4.4,4,-8.4
-1.880000e-03,-168,-4,4,-8.4
-1.870000e-03,-168,-4.2,4,-8.6
-1.860000e-03,-174,-4.4,4,-8.6
