Temps(s),U(V),Itot(A),IL(A),IR(A)
8.560000e-03,132,6,4.6,1.4
8.570000e-03,126,6.4,4.8,1.4
8.580000e-03,138,6.4,4.6,1.4
8.590000e-03,126,6.4,4.8,1.8
8.600000e-03,132,6.2,4.6,1.6
8.610000e-03,126,6.4,4.8,1.4
8.620000e-03,126,6,4.6,1.4
8.630000e-03,126,6.2,4.4,1.6
8.640000e-03,120,6.2,4.6,1.4
8.650000e-03,126,6.2,4.6,1.6
8.660000e-03,126,6.2,4.6,1.4
8.670000e-03,120,6.2,4.8,1.2
8.680000e-03,120,6.2,4.4,1.6
8.690000e-03,126,6.2,4.6,1.2
8.700000e-03,120,6.2,4.6,1.4
8.710000e-03,126,6.2,4.4,1.4
8.720000e-03,114,6.4,4.8,1.4
8.730000e-03,114,6.2,4.4,1.4
8.740000e-03,120,6.2,4.8,1.2
8.750000e-03,120,6.4,4.6,1.4
8.760000e-03,114,6.2,4.6,1.6
8.770000e-03,114,6.2,4.8,1.2
8.780000e-03,114,6.4,4.8,1.4
8.790000e-03,114,6.2,4.8,1.4
8.800000e-03,114,6,4.8,1.4
8.810000e-03,114,6.2,4.6,1.4
8.820000e-03,108,6.2,4.8,1.2
8.830000e-03,108,6.2,4.8,1.4
8.840000e-03,114,6.2,4.8,1.2
8.850000e-03,102,6.2,4.8,1.2
8.860000e-03,108,6.2,4.8,1.4
8.870000e-03,102,6,4.6,1.2
8.880000e-03,108,5.8,4.6,1.2
8.890000e-03,102,6.2,4.8,1.2
8.900000e-03,108,6,4.8,1.2
8.910000e-03,102,6,4.8,1.2
8.920000e-03,108,6.2,4.8,1.2
8.930000e-03,96,6.2,4.6,1
8.940000e-03,102,6,4.6,1.2
8.950000e-03,102,6.2,4.6,1.2
8.960000e-03,96,6,4.6,1.2
8.970000e-03,96,6,4.6,1.2
8.980000e-03,102,6.2,4.8,1.4
8.990000e-03,108,6,4.8,1
9.000000e-03,102,6,4.6,1
9.010000e-03,96,6,4.8,1.2
9.020000e-03,96,6.2,4.8,1.2
9.030000e-03,90,6,5,1
9.040000e-03,96,5.8,4.6,1
9.050000e-03,90,6,4.6,1
9.060000e-03,90,6,4.6,1
9.070000e-03,90,6,4.6,1.2
9.080000e-03,90,6,4.6,0.8
9.090000e-03,90,6.2,4.8,0.8
9.100000e-03,90,6,4.8,1
9.110000e-03,84,5.8,4.6,0.8
9.120000e-03,84,6,4.6,0.8
9.130000e-03,90,5.8,4.8,1
9.140000e-03,78,5.8,4.8,0.8
9.150000e-03,78,5.8,4.6,0.8
9.160000e-03,72,6,4.6,0.8
9.170000e-03,78,5.8,4.6,1
9.180000e-03,78,5.6,4.8,1
9.190000e-03,78,5.8,4.8,0.8
9.200000e-03,78,6,4.8,1
9.210000e-03,78,5.8,4.8,0.8
9.220000e-03,72,5.8,4.8,1
9.230000e-03,72,5.8,4.8,0.8
9.240000e-03,72,5.8,4.6,0.8
9.250000e-03,66,5.8,4.8,0.8
9.260000e-03,78,5.8,4.8,1
9.270000e-03,66,6,5,1
9.280000e-03,72,5.8,4.6,1
9.290000e-03,60,5.6,4.8,0.8
9.300000e-03,66,5.8,4.6,0.8
9.310000e-03,66,5.8,4.8,0.8
9.320000e-03,66,5.6,4.6,0.6
9.330000e-03,60,5.8,5,0.6
9.340000e-03,66,5.6,4.8,0.8
9.350000e-03,60,5.6,4.8,0.6
9.360000e-03,60,5.6,4.6,0.6
9.370000e-03,60,5.6,4.6,0.4
9.380000e-03,60,5.6,4.6,0.6
9.390000e-03,60,5.8,4.6,0.8
9.400000e-03,60,5.6,4.6,0.6
9.410000e-03,60,5.4,4.8,0.6
9.420000e-03,60,5.4,4.8,0.6
9.430000e-03,54,5.6,4.6,0.4
9.440000e-03,54,5.4,4.8,0.6
9.450000e-03,54,5.4,4.8,0.6
9.460000e-03,48,5.6,4.8,0.6
9.470000e-03,54,5.4,4.8,0.8
9.480000e-03,54,5.4,4.6,0.8
9.490000e-03,48,5.4,4.6,0.8
9.500000e-03,48,5.4,4.6,0.6
9.510000e-03,42,5.4,4.8,0.4
9.520000e-03,42,5.4,4.8,0.6
9.530000e-03,42,5.4,4.8,0.4
9.540000e-03,42,5.2,4.8,0.4
9.550000e-03,48,5.4,4.8,0.2
9.560000e-03,48,5.2,4.6,0.2
9.570000e-03,42,5.2,4.8,0.6
9.580000e-03,42,5.2,4.8,0.4
9.590000e-03,42,5.2,4.8,0.4
9.600000e-03,36,5.4,4.8,0.4
9.610000e-03,42,5.4,4.8,0.4
9.620000e-03,36,5.2,4.6,0.2
9.630000e-03,30,5.2,4.6,0.4
9.640000e-03,30,5.2,5,0.2
9.650000e-03,30,5.2,4.6,0.2
9.660000e-03,30,5.2,4.8,0
9.670000e-03,36,5,4.8,0.2
9.680000e-03,30,5.2,4.8,0.2
9.690000e-03,18,5,4.6,0.2
9.700000e-03,24,5,4.8,0.2
9.710000e-03,24,5.2,4.8,0.2
9.720000e-03,18,5,4.6,0.2
9.730000e-03,24,5,4.6,0.2
9.740000e-03,24,5,4.8,0.2
9.750000e-03,18,5,4.6,0.2
9.760000e-03,12,5,4.6,0
9.770000e-03,18,5,4.4,0.2
9.780000e-03,24,5,4.6,0
9.790000e-03,12,5,4.6,0
9.800000e-03,12,5,4.4,0
9.810000e-03,18,4.8,4.4,0
9.820000e-03,12,4.8,4.8,0.2
9.830000e-03,6,4.8,4.4,0.2
9.840000e-03,12,4.8,4.8,0
9.850000e-03,6,4.8,4.6,0
9.860000e-03,6,4.6,4.6,0
9.870000e-03,6,4.8,4.4,0
9.880000e-03,0,5,4.4,0
9.890000e-03,0,5,4.8,0
9.900000e-03,6,4.6,4.6,0
9.910000e-03,6,4.6,4.6,0.2
9.920000e-03,0,4.8,4.6,0
9.930000e-03,0,4.6,4.6,0
9.940000e-03,0,4.8,4.6,0
9.950000e-03,0,4.6,4.6,0
9.960000e-03,0,4.6,4.6,-0.2
9.970000e-03,-6,4.6,4.6,0
9.980000e-03,-6,4.6,4.4,-0.2
9.990000e-03,0,4.6,4.6,-0.2
1.000000e-02,0,4.4,4.8,-0.2
1.001000e-02,-6,4.4,4.6,-0.2
1.002000e-02,-6,4.6,4.6,-0.2
1.003000e-02,-12,4.6,4.6,-0.2
1.004000e-02,-6,4.4,4.4,-0.2
1.005000e-02,-12,4.4,4.4,-0.4
1.006000e-02,-12,4.4,4.4,-0.2
1.007000e-02,-6,4.6,4.4,-0.4
1.008000e-02,-12,4.4,4.6,-0.4
1.009000e-02,-12,4.2,4.6,-0.2
1.010000e-02,-12,4.4,4.8,-0.4
1.011000e-02,-12,4.4,4.4,0
1.012000e-02,-12,4.2,4.4,-0.2
1.013000e-02,-18,4.4,4.6,-0.2
1.014000e-02,-18,4.2,4.4,-0.2
1.015000e-02,-24,4.4,4.4,-0.2
1.016000e-02,-24,4.2,4.4,-0.2
1.017000e-02,-24,4.2,4.4,-0.4
1.018000e-02,-24,4.4,4.4,-0.2
1.019000e-02,-24,4.4,4.4,-0.4
1.020000e-02,-30,4.2,4.6,-0.4
1.021000e-02,-30,4.2,4.4,-0.4
1.022000e-02,-30,4.2,4.4,-0.4
1.023000e-02,-24,4.2,4.4,-0.4
1.024000e-02,-24,4.2,4.4,-0.6
1.025000e-02,-30,4.2,4.6,-0.4
1.026000e-02,-36,4,4.4,-0.6
1.027000e-02,-30,4,4.4,-0.4
1.028000e-02,-36,4,4.2,-0.4
1.029000e-02,-36,3.8,4.4,-0.2
1.030000e-02,-42,4,4.6,-0.6
1.031000e-02,-36,4.2,4.2,-0.4
1.032000e-02,-36,3.8,4.6,-0.6
1.033000e-02,-42,4,4.2,-0.4
1.034000e-02,-42,4,4.4,-0.6
1.035000e-02,-42,3.8,4.4,-0.6
1.036000e-02,-36,3.6,4.6,-0.8
1.037000e-02,-42,3.8,4.4,-0.4
1.038000e-02,-48,3.8,4.4,-0.4
1.039000e-02,-42,4,4.4,-0.6
1.040000e-02,-48,3.6,4.4,-0.6
1.041000e-02,-48,3.6,4.4,-0.6
1.042000e-02,-48,3.8,4.2,-0.6
1.043000e-02,-48,3.8,4.2,-0.6
1.044000e-02,-48,3.8,4.4,-0.6
1.045000e-02,-54,3.6,4.2,-0.6
1.046000e-02,-48,3.6,4.4,-0.6
1.047000e-02,-42,3.6,4.2,-0.6
1.048000e-02,-60,3.4,4.2,-0.6
1.049000e-02,-60,3.6,4.2,-0.8
1.050000e-02,-66,3.6,4.4,-0.8
1.051000e-02,-60,3.6,4.2,-0.8
1.052000e-02,-60,3.4,4.2,-0.8
1.053000e-02,-60,3.4,4.2,-0.6
1.054000e-02,-60,3.6,4.2,-0.8
1.055000e-02,-60,3.6,4.2,-0.6
1.056000e-02,-66,3.4,4,-0.8
1.057000e-02,-66,3.2,4.2,-0.8
1.058000e-02,-66,3.4,4.2,-0.8
1.059000e-02,-60,3.4,4.2,-0.6
1.060000e-02,-66,3.2,4.2,-1
1.061000e-02,-66,3.2,4.2,-0.8
1.062000e-02,-66,3.2,4.4,-0.8
1.063000e-02,-72,3.2,4,-0.8
1.064000e-02,-72,3.2,4.2,-0.8
1.065000e-02,-78,3.2,4.2,-0.8
1.066000e-02,-72,3.2,4.4,-1
1.067000e-02,-78,3.4,4,-1
1.068000e-02,-72,3.2,4.2,-1
1.069000e-02,-78,3,4,-0.8
1.070000e-02,-78,3.2,4,-1
1.071000e-02,-78,3.2,4,-1
1.072000e-02,-84,3,3.8,-1
1.073000e-02,-78,3,4,-0.8
1.074000e-02,-78,3.2,4.2,-1
1.075000e-02,-84,3,4,-1
1.076000e-02,-84,3,3.8,-1.2
1.077000e-02,-84,3,4,-1
1.078000e-02,-90,3,4,-1.2
1.079000e-02,-90,3,4,-1.2
1.080000e-02,-90,3,4,-1
1.081000e-02,-90,3,4,-0.8
1.082000e-02,-90,3,4,-1
1.083000e-02,-84,2.8,3.8,-1.2
1.084000e-02,-90,2.8,4,-1.2
1.085000e-02,-90,3,3.8,-1.2
1.086000e-02,-90,2.8,4,-1.2
1.087000e-02,-96,2.8,4,-1.2
1.088000e-02,-96,2.8,4,-1.2
1.089000e-02,-96,2.6,3.8,-1
1.090000e-02,-96,2.8,4,-1.2
1.091000e-02,-96,2.6,4,-1.2
1.092000e-02,-96,2.8,3.8,-1.4
1.093000e-02,-96,2.6,4,-1.2
1.094000e-02,-96,2.6,3.8,-1.2
1.095000e-02,-102,2.6,3.8,-1.4
1.096000e-02,-102,2.8,4,-1.2
1.097000e-02,-102,2.6,3.6,-1.2
1.098000e-02,-102,2.6,3.8,-1.2
1.099000e-02,-102,2.6,4,-1.4
1.100000e-02,-108,2.6,4,-1.4
1.101000e-02,-102,2.4,3.8,-1.4
1.102000e-02,-108,2.6,3.8,-1.2
1.103000e-02,-108,2.4,3.6,-1.2
1.104000e-02,-114,2.4,3.6,-1.4
1.105000e-02,-108,2.6,3.8,-1.2
1.106000e-02,-114,2.4,3.6,-1
1.107000e-02,-114,2.6,3.6,-1.4
1.108000e-02,-108,2.2,3.6,-1.6
1.109000e-02,-114,2.4,3.8,-1.4
1.110000e-02,-114,2.4,3.6,-1.6
1.111000e-02,-114,2.4,3.6,-1.4
1.112000e-02,-114,2.2,3.8,-1.6
1.113000e-02,-108,2.2,3.8,-1.4
1.114000e-02,-114,2.4,3.8,-1.4
1.115000e-02,-120,2.4,3.6,-1.6
1.116000e-02,-120,2.2,3.8,-1.4
1.117000e-02,-120,2.2,3.6,-1.6
1.118000e-02,-114,2.2,3.6,-1.4
1.119000e-02,-120,2,3.6,-1.6
1.120000e-02,-126,2.4,3.4,-1.2
1.121000e-02,-132,2,3.8,-1.2
1.122000e-02,-120,2,3.6,-1.4
1.123000e-02,-126,2,3.6,-1.6
1.124000e-02,-132,2,3.6,-1.6
1.125000e-02,-114,2,3.6,-1.6
1.126000e-02,-120,1.8,3.6,-1.6
1.127000e-02,-126,2,3.6,-1.6
1.128000e-02,-126,2,3.4,-1.4
1.129000e-02,-126,1.8,3.6,-1.6
1.130000e-02,-132,1.8,3.4,-1.4
1.131000e-02,-132,2,3.6,-1.6
1.132000e-02,-138,1.8,3.6,-1.6
1.133000e-02,-132,1.8,3.6,-1.4
1.134000e-02,-126,1.8,3.4,-1.6
1.135000e-02,-132,1.8,3.6,-1.8
1.136000e-02,-138,1.6,3.6,-1.6
1.137000e-02,-138,1.8,3.4,-1.4
1.138000e-02,-138,1.8,3.6,-1.8
1.139000e-02,-138,1.8,3.4,-1.8
1.140000e-02,-144,1.6,3.4,-1.6
1.141000e-02,-132,1.6,3.4,-1.6
1.142000e-02,-138,1.6,3.4,-1.8
1.143000e-02,-138,1.6,3.4,-1.6
1.144000e-02,-138,1.4,3.2,-1.8
1.145000e-02,-138,1.6,3.4,-1.8
1.146000e-02,-144,1.6,3.4,-1.8
1.147000e-02,-144,1.4,3.2,-1.8
1.148000e-02,-150,1.6,3.2,-2
1.149000e-02,-144,1.4,3.2,-1.6
1.150000e-02,-144,1.4,3.2,-1.6
1.151000e-02,-144,1.4,3.2,-2
1.152000e-02,-150,1.4,3.2,-1.6
1.153000e-02,-144,1.4,3.4,-1.8
1.154000e-02,-156,1.2,3.4,-2
1.155000e-02,-144,1.2,3.2,-1.8
1.156000e-02,-150,1.4,3.2,-1.8
1.157000e-02,-150,1.4,3.2,-1.8
1.158000e-02,-150,1.2,3.4,-1.8
1.159000e-02,-156,1.2,3.4,-1.6
1.160000e-02,-156,1.6,3.2,-1.8
1.161000e-02,-156,1.2,3.2,-2
1.162000e-02,-156,1.4,3.4,-1.8
1.163000e-02,-156,1.2,3.2,-1.8
1.164000e-02,-156,1.2,3.2,-2
1.165000e-02,-162,1.2,3.2,-2
1.166000e-02,-162,1.2,3.2,-2
1.167000e-02,-156,1,3.2,-2
1.168000e-02,-156,1,3.2,-2
1.169000e-02,-156,0.8,3,-2
1.170000e-02,-156,1,3,-2.2
1.171000e-02,-162,1,3.2,-2
1.172000e-02,-162,0.8,3,-2
1.173000e-02,-162,1.2,3,-2
1.174000e-02,-168,1.2,3.2,-1.8
1.175000e-02,-168,0.8,3.2,-1.8
1.176000e-02,-168,1,3,-1.8
1.177000e-02,-174,1,3,-1.8
1.178000e-02,-168,1.2,3,-2.2
1.179000e-02,-168,1,3,-2
1.180000e-02,-168,1,3,-2
1.181000e-02,-168,1,2.8,-2
1.182000e-02,-174,0.8,3,-2.2
1.183000e-02,-174,0.8,3,-2.2
1.184000e-02,-174,1,3,-2
1.185000e-02,-168,0.8,3,-2.2
1.186000e-02,-174,0.8,2.8,-2.2
1.187000e-02,-174,1,2.8,-2.4
1.188000e-02,-180,0.6,3,-2
1.189000e-02,-174,0.8,2.8,-2.2
1.190000e-02,-174,0.6,3,-2.2
1.191000e-02,-180,0.6,2.8,-2.2
1.192000e-02,-174,0.8,2.8,-2.2
1.193000e-02,-174,0.6,2.8,-2.2
1.194000e-02,-174,0.6,2.8,-2
1.195000e-02,-174,0.6,2.8,-2.2
1.196000e-02,-180,0.4,2.8,-2
1.197000e-02,-186,0.4,2.8,-2
1.198000e-02,-180,0.6,2.8,-2.6
1.199000e-02,-180,0.4,2.8,-2.2
1.200000e-02,-180,0.4,3,-2.2
1.201000e-02,-180,0.4,3,-2.4
1.202000e-02,-180,0.4,2.8,-2.2
1.203000e-02,-180,0.2,2.8,-2.2
1.204000e-02,-192,0.4,2.8,-2.2
1.205000e-02,-180,0.6,2.6,-2.2
1.206000e-02,-180,0.2,2.6,-2.4
1.207000e-02,-186,0.4,2.8,-2.2
1.208000e-02,-192,0.2,2.8,-2.4
1.209000e-02,-192,0.4,2.8,-2.2
1.210000e-02,-186,0.4,2.8,-2.4
1.211000e-02,-192,0.4,2.6,-2.6
1.212000e-02,-186,0.2,2.8,-2.6
1.213000e-02,-192,0.2,2.6,-2.4
1.214000e-02,-192,0.4,2.8,-2.4
1.215000e-02,-192,0.2,2.6,-2.4
1.216000e-02,-204,0.4,2.6,-2.2
1.217000e-02,-192,0.2,2.6,-2.4
1.218000e-02,-192,0,2.4,-2.6
1.219000e-02,-192,0.2,2.6,-2.4
1.220000e-02,-192,0.2,2.6,-2.4
1.221000e-02,-204,0.4,2.6,-2.4
1.222000e-02,-192,0.2,2.6,-2.6
1.223000e-02,-198,0.2,2.6,-2.6
1.224000e-02,-204,0.2,2.6,-2.4
1.225000e-02,-204,0,2.6,-2.4
1.226000e-02,-198,0,2.4,-2.4
1.227000e-02,-198,0,2.4,-2.6
1.228000e-02,-204,-0.2,2.4,-2.4
1.229000e-02,-198,0,2.2,-2.8
1.230000e-02,-210,0,2.4,-2.6
1.231000e-02,-204,0,2.4,-2.6
1.232000e-02,-204,0,2.4,-2.8
1.233000e-02,-204,0,2.4,-2.6
1.234000e-02,-210,0,2.4,-2.6
1.235000e-02,-210,-0.2,2.6,-2.6
1.236000e-02,-210,-0.2,2.4,-2.6
1.237000e-02,-210,0,2.4,-2.8
1.238000e-02,-204,-0.2,2.4,-2.6
1.239000e-02,-210,-0.2,2.4,-2.4
1.240000e-02,-210,-0.2,2.2,-2.4
1.241000e-02,-216,-0.2,2.2,-2.6
1.242000e-02,-222,-0.2,2.2,-2.6
1.243000e-02,-216,-0.2,2.4,-2.6
1.244000e-02,-216,-0.2,2.2,-2.8
1.245000e-02,-216,-0.2,2.2,-2.8
1.246000e-02,-216,-0.2,2.2,-2.6
1.247000e-02,-216,-0.2,2.2,-2.6
1.248000e-02,-216,-0.4,2.4,-2.8
1.249000e-02,-222,-0.4,2.2,-2.8
1.250000e-02,-222,-0.4,2.4,-2.8
1.251000e-02,-216,-0.4,2.2,-2.8
1.252000e-02,-222,-0.6,2,-2.6
1.253000e-02,-222,-0.8,2.4,-2.8
1.254000e-02,-216,-0.2,2.2,-2.8
1.255000e-02,-228,-0.4,2.2,-2.8
1.256000e-02,-228,-0.6,2,-2.8
1.257000e-02,-222,-0.4,2,-2.8
1.258000e-02,-234,-0.8,2.2,-2.8
1.259000e-02,-228,-0.4,2,-2.8
1.260000e-02,-222,-0.8,2,-2.8
1.261000e-02,-228,-0.4,2,-3
1.262000e-02,-234,-0.6,2.2,-2.8
1.263000e-02,-234,-0.6,2.2,-2.8
1.264000e-02,-228,-0.8,2.2,-3
1.265000e-02,-228,-0.8,1.8,-2.8
1.266000e-02,-234,-0.4,2,-3
1.267000e-02,-234,-0.6,2,-2.8
1.268000e-02,-234,-0.6,2,-3
1.269000e-02,-228,-0.6,2,-3
1.270000e-02,-228,-1,2.2,-3
1.271000e-02,-228,-0.8,2,-3
1.272000e-02,-240,-0.6,1.8,-3
1.273000e-02,-240,-0.6,1.8,-2.8
1.274000e-02,-234,-0.8,1.8,-2.8
1.275000e-02,-240,-0.8,2,-3
1.276000e-02,-234,-0.8,1.8,-3.2
1.277000e-02,-246,-0.8,2,-3
1.278000e-02,-240,-0.8,1.8,-3
1.279000e-02,-234,-1,1.8,-3
1.280000e-02,-240,-1,1.8,-3
1.281000e-02,-240,-1.2,1.8,-3
1.282000e-02,-234,-1,1.8,-3
1.283000e-02,-246,-1.2,1.8,-3
1.284000e-02,-246,-1,1.8,-3
1.285000e-02,-246,-1,1.8,-3
1.286000e-02,-240,-1,2,-3
1.287000e-02,-240,-1.2,1.8,-3
1.288000e-02,-252,-1.2,1.8,-3
1.289000e-02,-246,-1.2,1.8,-3
1.290000e-02,-246,-1.2,2,-3
1.291000e-02,-246,-1,1.8,-3
1.292000e-02,-252,-1.2,1.6,-3.2
1.293000e-02,-258,-1.2,1.6,-3
1.294000e-02,-252,-1.2,1.6,-3.2
1.295000e-02,-246,-1.2,1.8,-3
1.296000e-02,-252,-1.2,1.6,-3
1.297000e-02,-246,-1.4,1.6,-3.2
1.298000e-02,-252,-1.4,1.6,-3.2
1.299000e-02,-258,-1.4,1.6,-3.2
1.300000e-02,-258,-1.4,1.4,-3
1.301000e-02,-252,-1.4,1.4,-3.2
1.302000e-02,-252,-1.4,1.6,-3.2
1.303000e-02,-252,-1.4,1.4,-3.2
1.304000e-02,-264,-1.4,1.6,-3.2
1.305000e-02,-258,-1.4,1.6,-3.2
1.306000e-02,-258,-1.6,1.6,-3.2
1.307000e-02,-264,-1.6,1.2,-3.2
1.308000e-02,-258,-1.6,1.2,-3.4
1.309000e-02,-258,-1.4,1.6,-3.2
1.310000e-02,-258,-1.6,1.4,-3.4
1.311000e-02,-258,-1.6,1.4,-3
1.312000e-02,-264,-1.8,1.4,-3.4
1.313000e-02,-270,-1.8,1.2,-3.2
1.314000e-02,-264,-1.6,1.6,-3.4
1.315000e-02,-264,-2,1.4,-3.2
1.316000e-02,-264,-1.6,1.4,-3.4
1.317000e-02,-270,-1.6,1.4,-3.2
1.318000e-02,-264,-1.8,1.4,-3.2
1.319000e-02,-264,-1.8,1.4,-3.4
1.320000e-02,-270,-1.8,1.4,-3.2
1.321000e-02,-264,-1.8,1.4,-3.4
1.322000e-02,-270,-1.8,1.2,-3.2
1.323000e-02,-270,-1.8,1.2,-3.4
1.324000e-02,-264,-1.8,1.4,-3.4
1.325000e-02,-270,-1.8,1.2,-3.6
1.326000e-02,-264,-2,1.2,-3.4
1.327000e-02,-270,-2,1.2,-3.6
1.328000e-02,-276,-2,1.2,-3.2
1.329000e-02,-270,-2,1.2,-3.6
1.330000e-02,-276,-2.2,1.4,-3.4
1.331000e-02,-282,-2.2,1.4,-3.4
1.332000e-02,-276,-2,1.2,-3.6
1.333000e-02,-276,-2.2,1,-3.4
1.334000e-02,-282,-2.4,1.2,-3.4
1.335000e-02,-276,-2,1,-3.2
1.336000e-02,-276,-2.2,1.2,-3.4
1.337000e-02,-276,-2.2,1.4,-3.4
1.338000e-02,-282,-2.2,1,-3.4
1.339000e-02,-282,-2.2,1,-3.2
1.340000e-02,-282,-2.2,1,-3.4
1.341000e-02,-282,-2.6,1,-3.4
1.342000e-02,-282,-2.2,1,-3.6
1.343000e-02,-288,-2.2,1,-3.6
1.344000e-02,-282,-2.2,1,-3.4
1.345000e-02,-282,-2.6,1,-3.4
1.346000e-02,-288,-2.4,1,-3.4
1.347000e-02,-282,-2.4,1,-3.4
1.348000e-02,-288,-2.6,1,-3.4
1.349000e-02,-282,-2.6,1,-3.6
1.350000e-02,-288,-2.4,1,-3.4
1.351000e-02,-288,-2.4,1,-3.6
1.352000e-02,-288,-2.4,1,-3.4
1.353000e-02,-282,-2.4,0.8,-3.4
1.354000e-02,-288,-2.6,0.6,-3.8
1.355000e-02,-288,-2.6,0.8,-3.2
1.356000e-02,-294,-2.6,0.8,-3.6
1.357000e-02,-288,-2.8,0.8,-3.6
1.358000e-02,-288,-2.6,0.8,-3.6
1.359000e-02,-288,-2.6,0.8,-3.4
1.360000e-02,-294,-2.8,0.8,-3.6
1.361000e-02,-300,-2.8,0.8,-3.6
1.362000e-02,-288,-2.8,0.8,-3.8
1.363000e-02,-294,-2.8,0.8,-3.6
1.364000e-02,-294,-2.8,0.8,-3.6
1.365000e-02,-294,-2.8,0.6,-3.8
1.366000e-02,-294,-2.8,0.6,-3.8
1.367000e-02,-294,-2.6,0.8,-3.6
1.368000e-02,-306,-2.8,0.8,-3.6
1.369000e-02,-300,-2.8,0.4,-3.6
1.370000e-02,-294,-3,0.6,-3.6
1.371000e-02,-294,-3,0.6,-3.6
1.372000e-02,-300,-3,0.6,-3.6
1.373000e-02,-300,-2.8,0.6,-3.6
1.374000e-02,-300,-2.8,0.4,-3.6
1.375000e-02,-300,-3.2,0.4,-3.8
1.376000e-02,-294,-3,0.4,-3.6
1.377000e-02,-300,-3,0.6,-3.8
1.378000e-02,-300,-3,0.6,-3.8
1.379000e-02,-300,-3.2,0.4,-3.6
1.380000e-02,-306,-3.2,0.4,-3.8
1.381000e-02,-300,-3.2,0.4,-3.6
1.382000e-02,-294,-3,0.4,-3.8
1.383000e-02,-300,-3.2,0.4,-3.8
1.384000e-02,-306,-3.2,0.6,-3.8
1.385000e-02,-300,-3.2,0.4,-3.8
1.386000e-02,-306,-3,0.4,-3.8
1.387000e-02,-306,-3.2,0.4,-3.6
1.388000e-02,-294,-3,0.2,-3.8
1.389000e-02,-306,-3.2,0.4,-3.8
1.390000e-02,-300,-3.4,0.2,-3.6
1.391000e-02,-306,-3.2,0.4,-3.8
1.392000e-02,-300,-3.2,0.2,-3.8
1.393000e-02,-300,-3.4,0.4,-3.6
1.394000e-02,-306,-3.4,0.2,-3.8
1.395000e-02,-312,-3.4,0.4,-3.8
1.396000e-02,-306,-3.4,0.4,-4
1.397000e-02,-300,-3.4,0.4,-3.8
1.398000e-02,-300,-3.4,0.2,-3.8
1.399000e-02,-306,-3.4,0.4,-4
1.400000e-02,-306,-3.4,0.4,-3.8
1.401000e-02,-306,-3.4,0.4,-3.8
1.402000e-02,-306,-3.6,0.4,-3.6
1.403000e-02,-306,-3.4,0,-3.8
1.404000e-02,-306,-3.4,0,-4
1.405000e-02,-306,-3.6,0.2,-3.6
1.406000e-02,-306,-3.8,0.2,-3.8
1.407000e-02,-312,-3.6,0.2,-3.8
1.408000e-02,-312,-3.4,0,-3.8
1.409000e-02,-306,-3.8,0,-3.6
1.410000e-02,-300,-3.6,0,-3.8
1.411000e-02,-306,-3.6,0.2,-3.8
1.412000e-02,-306,-3.6,0,-3.8
1.413000e-02,-300,-3.6,0,-3.8
1.414000e-02,-306,-3.6,0,-3.8
1.415000e-02,-312,-3.8,0,-3.8
1.416000e-02,-306,-3.8,0,-3.8
1.417000e-02,-312,-3.6,0,-3.8
1.418000e-02,-306,-3.8,0,-3.8
1.419000e-02,-312,-3.6,0,-3.8
1.420000e-02,-306,-3.8,0,-3.8
1.421000e-02,-312,-4,0,-3.8
1.422000e-02,-306,-3.6,0,-3.8
1.423000e-02,-312,-3.6,0,-4
1.424000e-02,-306,-3.8,0,-4
1.425000e-02,-306,-3.8,0,-4
1.426000e-02,-312,-3.8,-0.2,-4
1.427000e-02,-312,-3.8,0,-4
1.428000e-02,-312,-4,0,-4.2
1.429000e-02,-306,-4,-0.2,-3.8
1.430000e-02,-312,-3.8,0,-3.8
1.431000e-02,-306,-3.8,-0.2,-3.8
1.432000e-02,-312,-4,-0.2,-3.8
1.433000e-02,-306,-3.8,-0.2,-4
1.434000e-02,-306,-4,-0.2,-3.8
1.435000e-02,-306,-3.8,-0.2,-4
1.436000e-02,-312,-4.2,-0.2,-3.8
1.437000e-02,-306,-4.2,-0.2,-4
1.438000e-02,-312,-4,-0.2,-4
1.439000e-02,-312,-4.2,-0.4,-3.8
1.440000e-02,-306,-4,-0.2,-3.8
1.441000e-02,-306,-4,-0.4,-3.8
1.442000e-02,-312,-4.2,-0.2,-3.8
1.443000e-02,-306,-4.2,-0.2,-4
1.444000e-02,-306,-4.2,-0.2,-3.8
1.445000e-02,-312,-4.2,-0.2,-4
1.446000e-02,-318,-4,-0.4,-3.8
1.447000e-02,-312,-4.4,-0.4,-4
1.448000e-02,-312,-4.2,-0.4,-3.8
1.449000e-02,-318,-4.2,-0.4,-4.2
1.450000e-02,-312,-4.4,-0.4,-4
1.451000e-02,-318,-4.4,-0.6,-4
1.452000e-02,-312,-4.4,-0.4,-3.8
1.453000e-02,-312,-4.4,-0.6,-4
1.454000e-02,-312,-4.2,-0.4,-4
1.455000e-02,-318,-4.2,-0.4,-4
1.456000e-02,-312,-4.2,-0.6,-4
1.457000e-02,-312,-4.4,-0.4,-3.8
1.458000e-02,-306,-4.4,-0.4,-3.8
1.459000e-02,-318,-4.6,-0.6,-3.8
1.460000e-02,-318,-4.2,-0.6,-3.8
1.461000e-02,-312,-4.4,-0.4,-3.8
1.462000e-02,-312,-4.6,-0.6,-3.8
1.463000e-02,-312,-4.6,-0.6,-3.8
1.464000e-02,-312,-4.6,-0.6,-3.8
1.465000e-02,-312,-4.6,-0.6,-4
1.466000e-02,-318,-4.6,-0.6,-3.8
